0,000159502;0,159502;;mS;mS
0,000180244;0,180244;;Media;WCET
0,00029254;0,29254;;1,975505703;138,672018
0,000344753;0,344753;;;
0,000360012;0,360012;;;
0,000364542;0,364542;;;
0,000369787;0,369787;;;
0,000447273;0,447273;;;
0,000717163;0,717163;;;
0,000772715;0,772715;;;
0,000433445;0,433445;;;
0,000461578;0,461578;;;
0,000483274;0,483274;;;
0,000463247;0,463247;;;
0,000482082;0,482082;;;
0,000564098;0,564098;;;
0,00054431;0,54431;;;
0,000908375;0,908375;;;
0,000892878;0,892878;;;
0,000317097;0,317097;;;
0,000622988;0,622988;;;
0,000600815;0,600815;;;
0,000515461;0,515461;;;
0,000557661;0,557661;;;
0,000658512;0,658512;;;
0,000561953;0,561953;;;
0,000589132;0,589132;;;
0,000727415;0,727415;;;
0,000659943;0,659943;;;
0,00080514;0,80514;;;
0,000775337;0,775337;;;
0,000819445;0,819445;;;
0,000650406;0,650406;;;
0,000669479;0,669479;;;
0,000728846;0,728846;;;
0,000734091;0,734091;;;
0,000888824;0,888824;;;
0,000882149;0,882149;;;
0,000797987;0,797987;;;
0,001275539;1,275539;;;
0,000468731;0,468731;;;
0,001080751;1,080751;;;
0,000995159;0,995159;;;
0,000858307;0,858307;;;
0,000873566;0,873566;;;
0,001023531;1,023531;;;
0,001372337;1,372337;;;
0,001057625;1,057625;;;
0,000930071;0,930071;;;
0,001069307;1,069307;;;
0,000961542;0,961542;;;
0,000971079;0,971079;;;
0,001119137;1,119137;;;
0,000996113;0,996113;;;
0,001158476;1,158476;;;
0,001041651;1,041651;;;
0,001407623;1,407623;;;
0,001223326;1,223326;;;
0,001069069;1,069069;;;
0,001072168;1,072168;;;
0,001090527;1,090527;;;
0,001092434;1,092434;;;
0,001197338;1,197338;;;
0,001162767;1,162767;;;
0,001153469;1,153469;;;
0,001537085;1,537085;;;
0,001194715;1,194715;;;
0,0011971;1,1971;;;
0,001472712;1,472712;;;
0,001408815;1,408815;;;
0,001762867;1,762867;;;
0,001445532;1,445532;;;
0,001447201;1,447201;;;
0,001277447;1,277447;;;
0,001481771;1,481771;;;
0,001768351;1,768351;;;
0,001320601;1,320601;;;
0,001887798;1,887798;;;
0,001678944;1,678944;;;
0,001796961;1,796961;;;
0,001631021;1,631021;;;
0,002025604;2,025604;;;
0,001685619;1,685619;;;
0,001626015;1,626015;;;
0,001621246;1,621246;;;
0,001740932;1,740932;;;
0,001475811;1,475811;;;
0,121647816;121,647816;;;
0,000241756;0,241756;;;
0,000285149;0,285149;;;
0,000292778;0,292778;;;
0,000310421;0,310421;;;
0,000733852;0,733852;;;
0,000370264;0,370264;;;
0,000319481;0,319481;;;
0,001485825;1,485825;;;
0,00041461;0,41461;;;
0,000409365;0,409365;;;
0,000410318;0,410318;;;
0,000421286;0,421286;;;
0,000850916;0,850916;;;
0,000410318;0,410318;;;
0,000413895;0,413895;;;
0,000573158;0,573158;;;
0,000428438;0,428438;;;
0,000541449;0,541449;;;
0,000945568;0,945568;;;
0,000596523;0,596523;;;
0,000602484;0,602484;;;
0,000622272;0,622272;;;
0,001002789;1,002789;;;
0,000584126;0,584126;;;
0,000685215;0,685215;;;
0,001058578;1,058578;;;
0,00099206;0,99206;;;
0,000722408;0,722408;;;
0,00065136;0,65136;;;
0,000662088;0,662088;;;
0,000672102;0,672102;;;
0,000704765;0,704765;;;
0,001053095;1,053095;;;
0,000876665;0,876665;;;
0,001196623;1,196623;;;
0,00084281;0,84281;;;
0,000762463;0,762463;;;
0,001117468;1,117468;;;
0,000903845;0,903845;;;
0,000924826;0,924826;;;
0,000929832;0,929832;;;
0,000882864;0,882864;;;
0,000960827;0,960827;;;
0,000978231;0,978231;;;
0,000916481;0,916481;;;
0,00088048;0,88048;;;
0,000897646;0,897646;;;
0,000940561;0,940561;;;
0,00106287;1,06287;;;
0,001445532;1,445532;;;
0,001330376;1,330376;;;
0,000924349;0,924349;;;
0,000964403;0,964403;;;
0,000932693;0,932693;;;
0,001126528;1,126528;;;
0,00111866;1,11866;;;
0,001249075;1,249075;;;
0,001209259;1,209259;;;
0,001209021;1,209021;;;
0,001589775;1,589775;;;
0,001416445;1,416445;;;
0,001256466;1,256466;;;
0,001839161;1,839161;;;
0,001463175;1,463175;;;
0,001304388;1,304388;;;
0,001914978;1,914978;;;
0,001515865;1,515865;;;
0,001349688;1,349688;;;
0,001357794;1,357794;;;
0,001377821;1,377821;;;
0,001578569;1,578569;;;
0,001453638;1,453638;;;
0,00140214;1,40214;;;
0,001417637;1,417637;;;
0,001650333;1,650333;;;
0,00146842;1,46842;;;
0,001924753;1,924753;;;
0,001547098;1,547098;;;
0,078785896;78,785896;;;
0,000262499;0,262499;;;
0,000595093;0,595093;;;
0,000297546;0,297546;;;
0,00062561;0,62561;;;
0,000293255;0,293255;;;
0,000335455;0,335455;;;
0,000329494;0,329494;;;
0,000352859;0,352859;;;
0,000313282;0,313282;;;
0,000366211;0,366211;;;
0,00037837;0,37837;;;
0,000419617;0,419617;;;
0,000392914;0,392914;;;
0,000388384;0,388384;;;
0,000401258;0,401258;;;
0,000408649;0,408649;;;
0,000505447;0,505447;;;
0,000537872;0,537872;;;
0,000472546;0,472546;;;
0,000631094;0,631094;;;
0,000614643;0,614643;;;
0,000503302;0,503302;;;
0,000553131;0,553131;;;
0,000695705;0,695705;;;
0,000678301;0,678301;;;
0,000674963;0,674963;;;
0,000580072;0,580072;;;
0,000728369;0,728369;;;
0,000598907;0,598907;;;
0,000611067;0,611067;;;
0,000653744;0,653744;;;
0,000730276;0,730276;;;
0,00078702;0,78702;;;
0,000890493;0,890493;;;
0,000752926;0,752926;;;
0,000858545;0,858545;;;
0,000775576;0,775576;;;
0,000945568;0,945568;;;
