9,73E-05;97,30;;
6,34E-05;63,40;uS;uS
0,000130653;130,65;Media;WCET
0,000133753;133,75;102,45;506,88
0,000133276;133,28;;
0,000100851;100,85;;
0,000100136;100,14;;
6,72E-05;67,20;;
9,92E-05;99,20;;
0,000107527;107,53;;
0,000110388;110,39;;
0,00011158;111,58;;
0,000112295;112,30;;
0,000101089;101,09;;
9,56E-05;95,60;;
0,000115395;115,40;;
0,000102043;102,04;;
0,000105381;105,38;;
9,87E-05;98,70;;
6,65E-05;66,50;;
0,000110388;110,39;;
0,000108957;108,96;;
0,000102758;102,76;;
0,000103474;103,47;;
0,000118732;118,73;;
0,000103235;103,24;;
0,000106812;106,81;;
7,15E-05;71,50;;
9,32E-05;93,20;;
0,000112057;112,06;;
0,000103235;103,24;;
0,000105143;105,14;;
9,85E-05;98,50;;
9,75E-05;97,50;;
0,000103235;103,24;;
0,000103235;103,24;;
0,000105381;105,38;;
0,000107765;107,77;;
9,66E-05;96,60;;
0,000107527;107,53;;
6,94E-05;69,40;;
0,000106096;106,10;;
0,000106335;106,34;;
9,94E-05;99,40;;
0,000100851;100,85;;
0,000102282;102,28;;
0,000111103;111,10;;
0,000103235;103,24;;
0,000101805;101,81;;
0,000101805;101,81;;
9,13E-05;91,30;;
9,75E-05;97,50;;
0,000110388;110,39;;
9,63E-05;96,30;;
0,000111103;111,10;;
9,08E-05;90,80;;
9,78E-05;97,80;;
0,000110388;110,39;;
9,87E-05;98,70;;
9,61E-05;96,10;;
9,85E-05;98,50;;
9,18E-05;91,80;;
9,92E-05;99,20;;
0,000101089;101,09;;
9,94E-05;99,40;;
9,39E-05;93,90;;
9,94E-05;99,40;;
9,92E-05;99,20;;
0,000108957;108,96;;
0,000108719;108,72;;
0,000108004;108,00;;
0,000106812;106,81;;
0,000108719;108,72;;
0,000110149;110,15;;
0,000100374;100,37;;
9,80E-05;98,00;;
9,70E-05;97,00;;
0,000104666;104,67;;
9,56E-05;95,60;;
0,000103951;103,95;;
0,000110865;110,87;;
0,000149727;149,73;;
0,000111818;111,82;;
9,85E-05;98,50;;
0,000105858;105,86;;
9,92E-05;99,20;;
9,56E-05;95,60;;
9,97E-05;99,70;;
0,000105619;105,62;;
9,75E-05;97,50;;
9,47E-05;94,70;;
9,70E-05;97,00;;
0,000103235;103,24;;
0,000108242;108,24;;
0,00010705;107,05;;
9,89E-05;98,90;;
0,00011158;111,58;;
0,00010252;102,52;;
0,000122309;122,31;;
9,58E-05;95,80;;
0,000109196;109,20;;
0,000107288;107,29;;
0,000102997;103,00;;
0,000114202;114,20;;
0,000102043;102,04;;
0,000107288;107,29;;
9,94E-05;99,40;;
0,000102043;102,04;;
0,000103712;103,71;;
0,000106812;106,81;;
0,000104666;104,67;;
9,04E-05;90,40;;
0,000102282;102,28;;
8,68E-05;86,80;;
0,000102758;102,76;;
9,85E-05;98,50;;
8,75E-05;87,50;;
9,44E-05;94,40;;
9,56E-05;95,60;;
9,51E-05;95,10;;
9,75E-05;97,50;;
0,000108004;108,00;;
0,000104189;104,19;;
0,000110388;110,39;;
0,000104666;104,67;;
8,94E-05;89,40;;
0,000103235;103,24;;
0,000105619;105,62;;
0,00010848;108,48;;
9,61E-05;96,10;;
0,000102282;102,28;;
0,000102282;102,28;;
9,39E-05;93,90;;
9,87E-05;98,70;;
0,000104427;104,43;;
9,89E-05;98,90;;
0,000105858;105,86;;
0,000108004;108,00;;
9,47E-05;94,70;;
0,000102997;103,00;;
0,000100136;100,14;;
9,78E-05;97,80;;
0,00011754;117,54;;
0,000101566;101,57;;
9,82E-05;98,20;;
9,82E-05;98,20;;
9,73E-05;97,30;;
0,000112057;112,06;;
0,000107765;107,77;;
9,44E-05;94,40;;
9,97E-05;99,70;;
9,85E-05;98,50;;
9,99E-05;99,90;;
0,000101328;101,33;;
0,000102758;102,76;;
9,47E-05;94,70;;
9,61E-05;96,10;;
8,82E-05;88,20;;
0,000105858;105,86;;
9,73E-05;97,30;;
0,000105143;105,14;;
9,58E-05;95,80;;
0,000104666;104,67;;
9,94E-05;99,40;;
9,44E-05;94,40;;
9,97E-05;99,70;;
9,63E-05;96,30;;
0,000102043;102,04;;
0,000103712;103,71;;
0,000104427;104,43;;
0,000111103;111,10;;
