Time,Red_Signal
06:00:12.709503,413
06:00:12.725219,409
06:00:12.741357,417
06:00:12.741995,419
06:00:12.757035,429
06:00:12.773240,433
06:00:12.773240,443
06:00:12.789319,434
06:00:12.789820,425
06:00:12.805425,413
06:00:12.821429,411
06:00:12.821429,410
06:00:12.837435,417
06:00:12.853440,434
06:00:12.853440,468
06:00:12.869446,493
06:00:12.869446,518
06:00:12.885456,542
06:00:12.901486,569
06:00:12.901983,585
06:00:12.917664,600
06:00:12.933531,604
06:00:12.933531,611
06:00:12.949675,597
06:00:12.949675,591
06:00:12.965377,586
06:00:12.981576,588
06:00:12.981576,586
06:00:12.997522,587
06:00:13.013187,583
06:00:13.013187,584
06:00:13.029379,566
06:00:13.029379,559
06:00:13.045518,552
06:00:13.061504,555
06:00:13.061504,552
06:00:13.077266,554
06:00:13.093543,550
06:00:13.093543,551
06:00:13.109659,537
06:00:13.109659,533
06:00:13.125623,529
06:00:13.141576,535
06:00:13.141960,535
06:00:13.157656,541
06:00:13.173541,541
06:00:13.173932,545
06:00:13.189656,533
06:00:13.189656,532
06:00:13.205657,529
06:00:13.220886,534
06:00:13.221949,533
06:00:13.237504,535
06:00:13.253271,531
06:00:13.253796,529
06:00:13.269286,509
06:00:13.269286,503
06:00:13.285303,488
06:00:13.301436,474
06:00:13.301937,455
06:00:13.317349,447
06:00:13.333355,437
06:00:13.333355,440
06:00:13.349361,439
06:00:13.349361,454
06:00:13.365373,472
06:00:13.381381,503
06:00:13.381381,516
06:00:13.397630,533
06:00:13.413368,538
06:00:13.413368,540
06:00:13.429652,521
06:00:13.430004,511
06:00:13.445358,498
06:00:13.461623,494
06:00:13.462001,482
06:00:13.477408,477
06:00:13.493571,468
06:00:13.493924,459
06:00:13.509654,437
06:00:13.509654,427
06:00:13.525499,417
06:00:13.541492,419
06:00:13.541492,409
06:00:13.557368,410
06:00:13.573345,404
06:00:13.573723,406
06:00:13.589588,390
06:00:13.589868,386
06:00:13.605498,381
06:00:13.621479,387
06:00:13.621869,386
06:00:13.637507,392
06:00:13.653530,393
06:00:13.653877,393
06:00:13.669501,381
06:00:13.685616,380
06:00:13.685616,378
06:00:13.701257,386
06:00:13.701798,388
06:00:13.717791,396
06:00:13.733030,400
06:00:13.734034,406
06:00:13.749648,396
06:00:13.765534,398
06:00:13.765534,400
06:00:13.781513,414
06:00:13.781513,411
06:00:13.797352,408
06:00:13.812872,396
06:00:13.813873,395
06:00:13.828878,393
06:00:13.844887,403
06:00:13.845883,411
06:00:13.860891,441
06:00:13.861889,470
06:00:13.876899,503
06:00:13.893166,528
06:00:13.893670,545
06:00:13.909363,540
06:00:13.925508,542
06:00:13.925508,541
06:00:13.941628,548
06:00:13.941628,543
06:00:13.957650,547
06:00:13.973576,537
06:00:13.973946,525
06:00:13.989640,506
06:00:14.005612,499
06:00:14.005612,494
06:00:14.021126,498
06:00:14.022121,498
06:00:14.037637,502
06:00:14.053052,503
06:00:14.053052,501
06:00:14.069504,487
06:00:14.085544,484
06:00:14.085544,479
06:00:14.101563,483
06:00:14.101876,482
06:00:14.117586,487
06:00:14.133564,485
06:00:14.133917,483
06:00:14.149496,470
06:00:14.165608,469
06:00:14.165990,465
06:00:14.181496,472
06:00:14.181938,473
06:00:14.197734,479
06:00:14.213562,481
06:00:14.213562,478
06:00:14.229624,465
06:00:14.245462,464
06:00:14.246145,457
06:00:14.261498,461
06:00:14.261498,458
06:00:14.277191,461
06:00:14.293205,447
06:00:14.293705,432
06:00:14.309370,412
06:00:14.325377,402
06:00:14.325377,396
06:00:14.341383,400
06:00:14.341383,407
06:00:14.357388,432
06:00:14.373394,458
06:00:14.373394,480
06:00:14.389494,484
06:00:14.405481,493
06:00:14.405481,495
06:00:14.421703,501
06:00:14.421892,498
06:00:14.437503,497
06:00:14.453515,492
06:00:14.453954,485
06:00:14.469344,465
06:00:14.485479,458
06:00:14.485479,448
06:00:14.501725,448
06:00:14.517639,444
06:00:14.517916,444
06:00:14.533032,441
06:00:14.533032,434
06:00:14.549036,420
06:00:14.565159,415
06:00:14.565159,410
06:00:14.581642,409
06:00:14.597638,407
06:00:14.597638,407
06:00:14.613549,404
06:00:14.613926,399
06:00:14.629655,385
06:00:14.645611,379
06:00:14.645611,380
06:00:14.661639,386
06:00:14.677349,392
06:00:14.677349,399
06:00:14.693172,405
06:00:14.693693,407
06:00:14.709330,403
06:00:14.724773,407
06:00:14.725779,410
06:00:14.741502,417
06:00:14.757497,425
06:00:14.757497,435
06:00:14.773504,442
06:00:14.773504,445
06:00:14.789516,435
06:00:14.805398,423
06:00:14.805899,414
06:00:14.820914,411
06:00:14.836919,416
06:00:14.837919,428
06:00:14.852927,454
06:00:14.853925,480
06:00:14.868931,497
06:00:14.885437,516
06:00:14.885437,534
06:00:14.901342,549
06:00:14.917489,559
06:00:14.917489,562
06:00:14.933172,562
06:00:14.933172,553
06:00:14.949483,533
06:00:14.965669,520
06:00:14.965669,513
06:00:14.981476,509
06:00:14.997494,508
06:00:14.997823,502
06:00:15.013033,498
06:00:15.013033,487
06:00:15.029604,471
06:00:15.045634,464
06:00:15.045634,460
06:00:15.061633,460
06:00:15.077104,463
06:00:15.077104,461
06:00:15.093522,462
06:00:15.093886,455
06:00:15.109513,449
06:00:15.125631,445
06:00:15.125986,447
06:00:15.141632,451
06:00:15.157449,458
06:00:15.157449,458
06:00:15.173551,462
06:00:15.173551,453
06:00:15.189476,446
06:00:15.205626,443
06:00:15.205626,444
06:00:15.221606,445
06:00:15.237622,447
06:00:15.237622,449
06:00:15.253630,455
06:00:15.253630,448
06:00:15.268888,442
06:00:15.285218,438
06:00:15.285218,429
06:00:15.301232,416
06:00:15.316759,406
06:00:15.317760,396
06:00:15.332768,395
06:00:15.333765,394
06:00:15.348777,400
06:00:15.364781,419
06:00:15.365776,440
06:00:15.380784,459
06:00:15.396790,477
06:00:15.397787,481
06:00:15.413528,486
06:00:15.429446,474
06:00:15.429919,462
06:00:15.445629,453
06:00:15.446013,450
06:00:15.461479,448
06:00:15.477622,449
06:00:15.477971,442
06:00:15.493208,440
06:00:15.509598,425
06:00:15.510106,412
06:00:15.525477,402
06:00:15.525930,402
06:00:15.541482,401
06:00:15.557331,402
06:00:15.557331,400
06:00:15.573070,402
06:00:15.589471,393
06:00:15.589471,387
06:00:15.605492,383
06:00:15.605492,388
06:00:15.621494,391
06:00:15.637494,395
06:00:15.637883,395
06:00:15.653028,398
06:00:15.669596,391
06:00:15.669596,384
06:00:15.685621,380
06:00:15.685621,384
06:00:15.701623,389
06:00:15.717477,391
06:00:15.717477,392
06:00:15.733179,396
06:00:15.749193,385
06:00:15.749193,381
06:00:15.765178,377
06:00:15.765178,383
06:00:15.781225,383
06:00:15.797230,378
06:00:15.797230,363
06:00:15.813259,354
06:00:15.828802,345
06:00:15.829802,349
06:00:15.844813,353
06:00:15.845808,371
06:00:15.860818,396
06:00:15.877486,428
06:00:15.877486,455
06:00:15.893032,482
06:00:15.909442,490
06:00:15.909949,493
06:00:15.925620,497
06:00:15.925985,506
06:00:15.941621,512
06:00:15.957616,514
06:00:15.957944,510
06:00:15.973200,509
06:00:15.989438,494
06:00:15.989438,483
06:00:16.005615,473
06:00:16.005615,472
06:00:16.021620,469
06:00:16.037428,470
06:00:16.037428,469
06:00:16.053649,471
06:00:16.069474,463
06:00:16.069474,457
06:00:16.085482,456
06:00:16.085850,463
06:00:16.101486,470
06:00:16.117339,475
06:00:16.117339,476
06:00:16.133028,482
06:00:16.149602,475
06:00:16.149957,471
06:00:16.165435,470
06:00:16.165435,476
06:00:16.181622,479
06:00:16.197585,487
06:00:16.197585,483
06:00:16.213551,487
06:00:16.229617,477
06:00:16.229617,470
06:00:16.245618,466
06:00:16.245973,471
06:00:16.261600,473
06:00:16.276978,482
06:00:16.277979,475
06:00:16.292985,465
06:00:16.309264,445
06:00:16.309769,433
06:00:16.325290,422
06:00:16.341295,424
06:00:16.341295,422
06:00:16.357301,439
06:00:16.357301,456
06:00:16.373308,484
06:00:16.389451,496
06:00:16.389451,505
06:00:16.405241,508
06:00:16.420682,516
06:00:16.421705,515
06:00:16.437480,517
06:00:16.437764,512
06:00:16.453598,511
06:00:16.469613,491
06:00:16.469613,480
06:00:16.485466,469
06:00:16.501469,466
06:00:16.501883,461
06:00:16.517605,459
06:00:16.518111,453
06:00:16.532935,454
06:00:16.549613,437
06:00:16.549613,427
06:00:16.565614,420
06:00:16.581607,422
06:00:16.581607,422
06:00:16.597588,427
06:00:16.597588,427
06:00:16.613229,431
06:00:16.629462,416
06:00:16.629462,411
06:00:16.645445,406
06:00:16.661547,412
06:00:16.661547,411
06:00:16.677463,416
06:00:16.677463,415
06:00:16.693023,420
06:00:16.709611,407
06:00:16.709611,401
06:00:16.725522,395
06:00:16.741553,400
06:00:16.741553,400
06:00:16.757575,408
06:00:16.757933,408
06:00:16.772941,416
06:00:16.788947,404
06:00:16.788947,394
06:00:16.804954,376
06:00:16.821484,372
06:00:16.821484,368
06:00:16.836683,374
06:00:16.837676,386
06:00:16.852764,417
06:00:16.868692,435
06:00:16.869687,457
06:00:16.884751,472
06:00:16.901698,490
06:00:16.901698,499
06:00:16.917534,508
06:00:16.917910,507
06:00:16.933036,509
06:00:16.949609,492
06:00:16.949609,484
06:00:16.965624,477
06:00:16.981609,483
06:00:16.981609,477
06:00:16.997518,476
06:00:16.997518,470
06:00:17.013543,468
06:00:17.029459,451
06:00:17.029459,437
06:00:17.045312,427
06:00:17.060905,429
06:00:17.060905,429
06:00:17.077070,436
06:00:17.077070,437
06:00:17.093189,445
06:00:17.109463,435
06:00:17.109807,436
06:00:17.125321,438
06:00:17.141570,451
06:00:17.141570,455
06:00:17.157403,464
06:00:17.173523,468
06:00:17.173764,474
06:00:17.189455,467
06:00:17.189988,462
06:00:17.205598,462
06:00:17.221573,469
06:00:17.222077,474
06:00:17.237568,484
06:00:17.253202,488
06:00:17.253720,494
06:00:17.269204,482
06:00:17.269204,479
06:00:17.285505,469
06:00:17.301149,459
06:00:17.301149,447
06:00:17.317335,438
06:00:17.332853,430
06:00:17.333854,431
06:00:17.348860,429
06:00:17.349858,439
06:00:17.364867,457
06:00:17.380874,482
06:00:17.381868,501
06:00:17.397296,514
06:00:17.413534,518
06:00:17.414036,520
06:00:17.429602,503
06:00:17.429947,493
06:00:17.445454,485
06:00:17.461606,484
06:00:17.461606,481
06:00:17.477568,482
06:00:17.493576,478
06:00:17.493576,477
06:00:17.509589,459
06:00:17.509860,450
06:00:17.525602,445
06:00:17.541419,448
06:00:17.542093,449
06:00:17.557571,452
06:00:17.573167,452
06:00:17.573675,454
06:00:17.588872,440
06:00:17.588872,434
06:00:17.605301,432
06:00:17.621465,436
06:00:17.621866,439
06:00:17.637445,443
06:00:17.653167,448
06:00:17.653677,447
06:00:17.669470,435
06:00:17.669470,430
06:00:17.685459,430
06:00:17.701448,437
06:00:17.701448,437
06:00:17.717583,438
06:00:17.733190,440
06:00:17.733190,440
06:00:17.749603,430
06:00:17.749960,426
06:00:17.765559,427
06:00:17.780901,436
06:00:17.780901,433
06:00:17.797072,424
06:00:17.813590,410
06:00:17.814097,402
06:00:17.829082,397
06:00:17.829082,399
06:00:17.845089,402
06:00:17.861094,420
06:00:17.861094,445
06:00:17.877100,473
06:00:17.892955,496
06:00:17.892955,514
06:00:17.909583,513
06:00:17.909931,510
06:00:17.925435,513
06:00:17.941547,511
06:00:17.941547,511
06:00:17.957445,508
06:00:17.973516,508
06:00:17.973869,498
06:00:17.989581,481
06:00:17.989581,466
06:00:18.005447,462
06:00:18.021560,459
06:00:18.022065,457
06:00:18.037600,453
06:00:18.053504,455
06:00:18.053504,449
06:00:18.069596,439
06:00:18.085413,430
06:00:18.085701,433
06:00:18.101555,436
06:00:18.101922,445
06:00:18.117300,449
06:00:18.133055,460
06:00:18.133725,460
06:00:18.149445,459
06:00:18.165460,457
06:00:18.165809,468
06:00:18.181408,478
06:00:18.181737,491
06:00:18.197308,498
06:00:18.213472,510
06:00:18.213472,512
06:00:18.229591,514
06:00:18.245285,510
06:00:18.245285,519
06:00:18.261559,524
06:00:18.261917,539
06:00:18.277584,547
06:00:18.293590,548
06:00:18.293590,540
06:00:18.309630,532
06:00:18.325155,527
06:00:18.325155,530
06:00:18.341055,536
06:00:18.341055,548
06:00:18.357439,569
06:00:18.373031,601
06:00:18.373031,623
06:00:18.389453,631
06:00:18.405432,633
06:00:18.405432,636
06:00:18.421436,635
06:00:18.421850,630
06:00:18.437446,619
06:00:18.453409,609
06:00:18.453409,591
06:00:18.469368,564
06:00:18.485373,543
06:00:18.485373,525
06:00:18.501092,501
06:00:18.501092,480
06:00:18.517382,467
06:00:18.533115,463
06:00:18.533115,459
06:00:18.549357,458
06:00:18.565364,460
06:00:18.565364,467
06:00:18.581372,474
06:00:18.581372,491
06:00:18.597376,510
06:00:18.613049,532
06:00:18.613730,539
06:00:18.629445,536
06:00:18.645387,538
06:00:18.645387,539
06:00:18.661467,545
06:00:18.661467,543
06:00:18.677450,540
06:00:18.693033,541
06:00:18.693033,530
06:00:18.709212,515
06:00:18.725403,504
06:00:18.725403,499
06:00:18.741598,497
06:00:18.741598,498
06:00:18.757586,494
06:00:18.773594,496
06:00:18.773594,489
06:00:18.788692,474
06:00:18.805701,451
06:00:18.805701,435
06:00:18.821337,422
06:00:18.821837,417
06:00:18.836855,415
06:00:18.852861,435
06:00:18.853861,450
06:00:18.868867,460
06:00:18.885277,469
06:00:18.885277,478
06:00:18.901554,483
06:00:18.901554,487
06:00:18.917451,484
06:00:18.933052,482
06:00:18.933686,468
06:00:18.949287,451
06:00:18.965429,437
06:00:18.965429,428
06:00:18.981537,420
06:00:18.997434,417
06:00:18.997434,410
06:00:19.013497,409
06:00:19.013497,398
06:00:19.029583,385
06:00:19.045399,375
06:00:19.045960,376
06:00:19.061580,375
06:00:19.077580,378
06:00:19.077580,378
06:00:19.093588,386
06:00:19.093868,388
06:00:19.109605,388
06:00:19.125220,390
06:00:19.125787,402
06:00:19.141582,414
06:00:19.157581,429
06:00:19.157944,441
06:00:19.172810,456
06:00:19.173818,460
06:00:19.189580,460
06:00:19.205419,461
06:00:19.205419,470
06:00:19.221289,477
06:00:19.237427,491
06:00:19.237427,499
06:00:19.253344,512
06:00:19.253344,513
06:00:19.269026,510
06:00:19.284976,507
06:00:19.284976,505
06:00:19.300813,493
06:00:19.317604,488
06:00:19.317604,485
06:00:19.333121,491
06:00:19.333121,494
06:00:19.349128,507
06:00:19.365135,528
06:00:19.365135,560
06:00:19.381410,586
06:00:19.397514,608
06:00:19.397514,615
06:00:19.413434,623
06:00:19.413778,612
06:00:19.429578,596
06:00:19.445547,582
06:00:19.445950,580
06:00:19.461578,574
06:00:19.477428,575
06:00:19.477428,565
06:00:19.493481,563
06:00:19.493481,547
06:00:19.509265,537
06:00:19.525269,525
06:00:19.525734,523
06:00:19.541438,516
06:00:19.557292,521
06:00:19.557292,514
06:00:19.573449,519
06:00:19.573818,507
06:00:19.588859,501
06:00:19.605538,491
06:00:19.605903,493
06:00:19.621723,491
06:00:19.637403,499
06:00:19.637403,495
06:00:19.653458,499
06:00:19.653458,489
06:00:19.669544,485
06:00:19.685537,479
06:00:19.685537,483
06:00:19.701573,482
06:00:19.717565,488
06:00:19.717565,486
06:00:19.733591,490
06:00:19.733866,478
06:00:19.749359,474
06:00:19.765075,469
06:00:19.765075,477
06:00:19.781133,481
06:00:19.797138,479
06:00:19.797138,461
06:00:19.813144,453
06:00:19.813144,441
06:00:19.829175,441
06:00:19.844686,439
06:00:19.845685,446
06:00:19.860692,460
06:00:19.876696,492
06:00:19.877696,511
06:00:19.893176,535
06:00:19.909417,533
06:00:19.909417,532
06:00:19.925256,526
06:00:19.925762,527
06:00:19.941284,523
06:00:19.957436,523
06:00:19.957773,511
06:00:19.973036,508
06:00:19.988740,489
06:00:19.989745,477
06:00:20.005419,463
06:00:20.005419,460
06:00:20.021750,453
06:00:20.037564,454
06:00:20.037564,449
06:00:20.053368,449
06:00:20.069539,434
06:00:20.069539,427
06:00:20.085180,419
06:00:20.085180,424
06:00:20.101569,426
06:00:20.117566,434
06:00:20.117566,436
06:00:20.133032,444
06:00:20.149423,438
06:00:20.149727,439
06:00:20.165288,439
06:00:20.165288,451
06:00:20.181432,458
06:00:20.197429,471
06:00:20.197429,477
06:00:20.213032,490
06:00:20.229539,488
06:00:20.230043,491
06:00:20.245567,491
06:00:20.245914,505
06:00:20.261416,513
06:00:20.277580,522
06:00:20.277580,527
06:00:20.293585,526
06:00:20.309591,513
06:00:20.309591,508
06:00:20.325309,502
06:00:20.325810,507
06:00:20.340828,509
06:00:20.356834,521
06:00:20.357834,539
06:00:20.372841,570
06:00:20.388846,586
06:00:20.389846,596
06:00:20.404852,601
06:00:20.404852,611
06:00:20.421367,612
06:00:20.437557,616
06:00:20.437557,612
06:00:20.453031,609
06:00:20.469535,591
06:00:20.469535,575
06:00:20.485688,559
06:00:20.485688,556
06:00:20.501418,546
06:00:20.516846,542
06:00:20.517842,534
06:00:20.533447,530
06:00:20.549407,513
06:00:20.549407,499
06:00:20.565414,488
06:00:20.566037,489
06:00:20.581562,489
06:00:20.597560,492
06:00:20.597929,490
06:00:20.613426,493
06:00:20.629549,481
06:00:20.630046,472
06:00:20.645560,467
06:00:20.645560,472
06:00:20.661413,474
06:00:20.677553,481
06:00:20.677553,481
06:00:20.693579,483
06:00:20.709378,474
06:00:20.709378,466
06:00:20.725560,459
06:00:20.740515,462
06:00:20.741607,465
06:00:20.757543,469
06:00:20.757791,467
06:00:20.773136,471
06:00:20.789219,460
06:00:20.789219,444
06:00:20.805224,425
06:00:20.821238,417
06:00:20.821737,413
06:00:20.837084,414
06:00:20.837084,424
06:00:20.853091,449
06:00:20.869096,463
06:00:20.869096,477
06:00:20.885410,487
06:00:20.901556,502
06:00:20.901556,512
06:00:20.917407,518
06:00:20.917859,515
06:00:20.933548,514
06:00:20.949314,495
06:00:20.949314,479
06:00:20.965555,466
06:00:20.981559,460
06:00:20.981902,454
06:00:20.997549,449
06:00:20.997549,441
06:00:21.013033,436
06:00:21.029581,420
06:00:21.030084,406
06:00:21.045410,400
06:00:21.060605,402
06:00:21.061599,406
06:00:21.077264,410
06:00:21.077792,410
06:00:21.093139,414
06:00:21.109273,404
06:00:21.109273,399
06:00:21.125413,398
06:00:21.141275,407
06:00:21.141275,413
06:00:21.157549,421
06:00:21.157549,428
06:00:21.172668,438
06:00:21.189552,433
06:00:21.189552,433
06:00:21.205555,437
06:00:21.221552,449
06:00:21.221552,457
06:00:21.237406,467
06:00:21.237406,476
06:00:21.253177,485
06:00:21.269061,480
06:00:21.269061,483
06:00:21.285066,483
06:00:21.301073,480
06:00:21.301073,473
06:00:21.317080,471
06:00:21.317080,472
06:00:21.333612,477
06:00:21.349623,485
06:00:21.349623,495
06:00:21.364631,518
06:00:21.380638,548
06:00:21.381635,575
06:00:21.397398,593
06:00:21.397826,604
06:00:21.413126,609
06:00:21.429418,596
06:00:21.429418,584
06:00:21.445323,577
06:00:21.461548,572
06:00:21.461548,564
06:00:21.477543,558
06:00:21.493450,550
06:00:21.493450,543
06:00:21.509552,523
06:00:21.509552,508
06:00:21.525524,501
06:00:21.541548,498
06:00:21.541548,500
06:00:21.557344,496
06:00:21.572787,496
06:00:21.573787,494
06:00:21.589430,482
06:00:21.589775,474
06:00:21.605401,472
06:00:21.621622,472
06:00:21.621622,473
06:00:21.637248,474
06:00:21.653170,476
06:00:21.653669,475
06:00:21.669407,463
06:00:21.669407,454
06:00:21.685232,454
06:00:21.701415,454
06:00:21.701415,459
06:00:21.717394,459
06:00:21.733406,460
06:00:21.733909,457
06:00:21.748829,443
06:00:21.749836,432
06:00:21.765407,430
06:00:21.781330,431
06:00:21.781330,425
06:00:21.797334,410
06:00:21.813340,395
06:00:21.813340,381
06:00:21.829410,373
06:00:21.829911,371
06:00:21.845440,374
06:00:21.861443,388
06:00:21.861443,414
06:00:21.877452,437
06:00:21.893454,457
06:00:21.893454,469
06:00:21.909546,467
06:00:21.909906,463
06:00:21.925543,465
06:00:21.941400,463
06:00:21.941757,463
06:00:21.957405,457
06:00:21.973031,455
06:00:21.973031,443
06:00:21.989267,423
06:00:21.989634,407
06:00:22.005408,400
06:00:22.021392,394
06:00:22.021392,394
06:00:22.037385,390
06:00:22.053053,391
06:00:22.053605,383
06:00:22.069519,368
06:00:22.069882,357
06:00:22.085406,356
06:00:22.101408,357
06:00:22.101408,363
06:00:22.117395,365
06:00:22.133245,373
06:00:22.133736,369
06:00:22.149394,362
06:00:22.149896,355
06:00:22.165537,358
06:00:22.181548,361
06:00:22.181548,370
06:00:22.197360,373
06:00:22.213166,381
06:00:22.213731,380
06:00:22.229541,374
06:00:22.229901,369
06:00:22.245511,378
06:00:22.261540,387
06:00:22.261908,401
06:00:22.276918,412
06:00:22.292921,419
06:00:22.292921,411
06:00:22.309030,405
06:00:22.309030,399
06:00:22.325214,402
06:00:22.341402,405
06:00:22.341402,415
06:00:22.357410,432
06:00:22.373411,464
06:00:22.373411,486
06:00:22.389508,499
06:00:22.405507,509
06:00:22.405507,526
06:00:22.421531,538
06:00:22.421883,553
06:00:22.437584,558
06:00:22.453461,568
06:00:22.453831,560
06:00:22.469538,547
06:00:22.485395,534
06:00:22.485696,531
06:00:22.501414,526
06:00:22.501414,528
06:00:22.517383,524
06:00:22.533055,528
06:00:22.533617,517
06:00:22.549402,506
06:00:22.565255,488
06:00:22.565255,485
06:00:22.581359,482
06:00:22.581359,487
06:00:22.597382,486
06:00:22.612943,493
06:00:22.612943,486
06:00:22.629388,477
06:00:22.645531,467
06:00:22.645531,469
06:00:22.661386,468
06:00:22.661386,476
06:00:22.677500,476
06:00:22.693032,483
06:00:22.693032,477
06:00:22.709254,465
06:00:22.725555,452
06:00:22.725555,453
06:00:22.741499,452
06:00:22.741897,459
06:00:22.757317,459
06:00:22.773325,465
06:00:22.773325,458
06:00:22.789104,444
06:00:22.804630,421
06:00:22.805630,407
06:00:22.820641,394
06:00:22.821636,393
06:00:22.837165,394
06:00:22.853180,417
06:00:22.853180,434
06:00:22.869186,449
06:00:22.885194,455
06:00:22.885194,467
06:00:22.901432,475
06:00:22.901843,480
06:00:22.917052,477
06:00:22.933052,481
06:00:22.933668,469
06:00:22.949250,457
06:00:22.965401,444
06:00:22.965745,440
06:00:22.981224,433
06:00:22.981859,435
06:00:22.997387,429
06:00:23.013031,430
06:00:23.013031,417
06:00:23.029531,402
06:00:23.045501,388
06:00:23.045501,386
06:00:23.061501,383
06:00:23.061887,387
06:00:23.077042,385
06:00:23.093402,390
06:00:23.093755,382
06:00:23.109532,373
06:00:23.125669,366
06:00:23.125669,369
06:00:23.140999,370
06:00:23.140999,379
06:00:23.157375,379
06:00:23.173396,388
06:00:23.173396,381
06:00:23.189393,376
06:00:23.205388,369
06:00:23.205388,375
06:00:23.221573,377
06:00:23.221791,390
06:00:23.237391,394
06:00:23.253407,406
06:00:23.253407,404
06:00:23.269035,404
06:00:23.284630,403
06:00:23.285630,404
06:00:23.301296,396
06:00:23.317303,397
06:00:23.317303,395
06:00:23.333324,405
06:00:23.333826,411
06:00:23.349345,425
06:00:23.365351,445
06:00:23.365351,479
06:00:23.381355,505
06:00:23.397362,535
06:00:23.397362,542
06:00:23.413031,555
06:00:23.413676,548
06:00:23.429377,536
06:00:23.445370,521
06:00:23.445690,521
06:00:23.461370,514
06:00:23.477441,517
06:00:23.477753,511
06:00:23.493047,513
06:00:23.493606,500
06:00:23.509238,487
06:00:23.525394,472
06:00:23.525898,472
06:00:23.541489,467
06:00:23.557532,475
06:00:23.557532,469
06:00:23.573228,475
06:00:23.573804,465
06:00:23.589524,455
06:00:23.605493,446
06:00:23.605493,451
06:00:23.621027,451
06:00:23.637522,459
06:00:23.637875,458
06:00:23.653643,466
06:00:23.653643,459
06:00:23.669524,451
06:00:23.685487,443
06:00:23.685487,448
06:00:23.701493,445
06:00:23.717522,450
06:00:23.717522,447
06:00:23.733537,452
06:00:23.733537,442
06:00:23.749520,433
06:00:23.765280,425
06:00:23.765280,433
06:00:23.780615,436
06:00:23.797052,436
06:00:23.797052,423
06:00:23.813057,417
06:00:23.813057,407
06:00:23.829069,408
06:00:23.844601,406
06:00:23.845599,413
06:00:23.860606,426
06:00:23.876616,457
06:00:23.877612,475
06:00:23.893172,500
06:00:23.893753,498
06:00:23.909633,498
06:00:23.925484,490
06:00:23.925864,493
06:00:23.941088,485
06:00:23.957512,489
06:00:23.957855,476
06:00:23.973170,473
06:00:23.973170,451
06:00:23.989519,442
06:00:24.005482,427
06:00:24.005482,430
06:00:24.021551,424
06:00:24.037366,430
06:00:24.037366,424
06:00:24.053031,429
06:00:24.053031,416
06:00:24.069367,410
06:00:24.085211,398
06:00:24.085211,405
06:00:24.101378,404
06:00:24.117138,415
06:00:24.117682,413
06:00:24.133056,421
06:00:24.133607,411
06:00:24.148615,410
06:00:24.165356,405
06:00:24.165356,411
06:00:24.181523,412
06:00:24.197521,427
06:00:24.197521,429
06:00:24.213529,442
06:00:24.229426,435
06:00:24.229426,437
06:00:24.245333,432
06:00:24.245333,444
06:00:24.261700,448
06:00:24.276765,463
06:00:24.277765,465
06:00:24.292772,463
06:00:24.309228,451
06:00:24.309228,444
06:00:24.325235,440
06:00:24.325235,446
06:00:24.341270,451
06:00:24.356681,474
06:00:24.357676,500
06:00:24.372687,533
06:00:24.389383,545
06:00:24.389383,555
06:00:24.405345,559
06:00:24.405789,570
06:00:24.421218,574
06:00:24.437368,579
06:00:24.437695,575
06:00:24.453477,576
06:00:24.469382,557
06:00:24.469753,547
06:00:24.485274,536
06:00:24.485631,535
06:00:24.501378,531
06:00:24.517231,531
06:00:24.517231,526
06:00:24.533375,528
06:00:24.549513,514
06:00:24.549513,502
06:00:24.565329,493
06:00:24.565909,494
06:00:24.581362,493
06:00:24.597507,498
06:00:24.597839,499
06:00:24.613391,503
06:00:24.629630,493
06:00:24.629630,485
06:00:24.645328,479
06:00:24.645328,481
06:00:24.661508,482
06:00:24.677287,483
06:00:24.677287,481
06:00:24.693211,484
06:00:24.709365,473
06:00:24.709365,465
06:00:24.725327,457
06:00:24.725688,460
06:00:24.741373,461
06:00:24.757199,466
06:00:24.757199,467
06:00:24.773203,472
06:00:24.789287,463
06:00:24.789287,448
06:00:24.805291,429
06:00:24.805291,415
06:00:24.821296,408
06:00:24.837329,406
06:00:24.837826,413
06:00:24.853198,434
06:00:24.869508,448
06:00:24.869508,466
06:00:24.884830,478
06:00:24.885684,493
06:00:24.901553,504
06:00:24.917594,513
06:00:24.917594,514
06:00:24.933173,517
06:00:24.949351,505
06:00:24.949770,490
06:00:24.965130,480
06:00:24.965130,478
06:00:24.980964,475
06:00:24.997371,475
06:00:24.997371,468
06:00:25.013029,464
06:00:25.029198,448
06:00:25.029620,435
06:00:25.045366,428
06:00:25.045366,428
06:00:25.061548,429
06:00:25.077496,431
06:00:25.077842,432
06:00:25.093036,432
06:00:25.109481,422
06:00:25.109951,413
06:00:25.125354,412
06:00:25.141501,416
06:00:25.141733,421
06:00:25.157353,428
06:00:25.157699,429
06:00:25.173129,432
06:00:25.189181,424
06:00:25.189181,416
06:00:25.204983,416
06:00:25.221504,418
06:00:25.221504,425
06:00:25.237502,432
06:00:25.237869,440
06:00:25.253033,449
06:00:25.269075,445
06:00:25.269075,444
06:00:25.285351,444
06:00:25.300876,440
06:00:25.301876,433
06:00:25.316831,431
06:00:25.317832,433
06:00:25.333353,438
06:00:25.349198,446
06:00:25.349198,464
06:00:25.365202,492
06:00:25.381305,523
06:00:25.381305,550
06:00:25.397351,568
06:00:25.397695,579
06:00:25.413031,586
06:00:25.429193,577
06:00:25.429853,569
06:00:25.445507,565
